payment_id,order_id,amount,status,date
PAY00347,ORD00347,6275.0,Captured,2026-07-06
PAY00340,ORD00340,715.0,Captured,2026-06-25
PAY00627,ORD00627,8985.0,Captured,2026-06-28
PAY00489,ORD00489,7919.0,Captured,2026-06-04
PAY00424,ORD00424,1830.0,Captured,2026-07-04
PAY00243,ORD00243,1319.0,Captured,2026-08-21
PAY00421,ORD00421,45199.0,Captured,2026-06-11
PAY00150,ORD00150,499.0,Captured,2026-08-07
PAY00010,ORD00010,1920.0,Captured,2026-07-31
PAY00294,ORD00294,4445.0,Captured,2026-06-27
PAY00329,ORD00329,9360.0,Captured,2026-07-29
PAY00046,ORD00046,630.0,Captured,2026-06-23
PAY00096,ORD00096,1955.0,Captured,2026-08-13
PAY00583,ORD00583,9589.0,Captured,2026-07-07
PAY00299,ORD00299,720.0,Captured,2026-08-08
PAY00291,ORD00291,5925.0,Captured,2026-06-23
PAY00416,ORD00416,3729.0,Captured,2026-06-09
PAY00314,ORD00314,29339.0,Captured,2026-06-25
PAY00422,ORD00422,26279.0,Captured,2026-07-16
PAY00123,ORD00123,209.0,Captured,2026-07-03
PAY00549,ORD00549,8409.0,Captured,2026-08-04
PAY00534,ORD00534,1890.0,Captured,2026-07-12
PAY00362,ORD00362,4539.0,Captured,2026-08-03
PAY00337,ORD00337,1540.0,Captured,2026-08-08
PAY00136,ORD00136,5705.0,Captured,2026-07-29
PAY00553,ORD00553,1299.0,Failed,2026-07-20
PAY00368,ORD00368,4769.0,Captured,2026-08-22
PAY00622,ORD00622,8810.0,Captured,2026-07-20
PAY00647,ORD00647,855.0,Captured,2026-07-13
PAY00009,ORD00009,1800.0,Captured,2026-06-26
PAY00098,ORD00098,7390.0,Captured,2026-08-12
PAY00630,ORD00630,1605.0,Captured,2026-07-06
PAY00349,ORD00349,5500.0,Captured,2026-07-15
PAY00510,ORD00510,16749.0,Captured,2026-06-15
PAY00618,ORD00618,33620.0,Captured,2026-07-06
PAY00022,ORD00022,775.0,Captured,2026-08-12
PAY00483,ORD00483,349.0,Captured,2026-08-23
PAY00406,ORD00406,750.0,Captured,2026-07-26
PAY00479,ORD00479,18700.0,Captured,2026-08-06
PAY00492,ORD00492,1215.0,Captured,2026-08-21
PAY00047,ORD00047,2029.0,Captured,2026-08-16
PAY00365,ORD00365,46269.0,Captured,2026-07-24
PAY00297,ORD00297,1015.0,Captured,2026-06-06
PAY00050,ORD00050,48650.0,Captured,2026-07-25
PAY00488,ORD00488,719.0,Captured,2026-08-16
PAY00225,ORD00225,36225.0,Captured,2026-07-20
PAY00220,ORD00220,1499.0,Captured,2026-07-29
PAY00639,ORD00639,809.0,Captured,2026-07-04
PAY00640,ORD00640,1689.0,Captured,2026-07-13
PAY00202,ORD00202,8255.0,Failed,2026-08-05
PAY00643,ORD00643,48249.0,Captured,2026-06-10
PAY00064,ORD00064,33715.0,Captured,2026-08-20
PAY00246,ORD00246,40630.0,Captured,2026-08-18
PAY00443,ORD00443,440.0,Captured,2026-07-18
PAY00566,ORD00566,3449.0,Captured,2026-07-08
PAY00001,ORD00001,3805.0,Captured,2026-06-04
PAY00540,ORD00540,730.0,Captured,2026-06-26
PAY00188,ORD00188,1639.0,Captured,2026-06-11
PAY00407,ORD00407,5450.0,Captured,2026-07-17
PAY00149,ORD00149,929.0,Captured,2026-08-24
PAY00027,ORD00027,25755.0,Captured,2026-08-22
PAY00462,ORD00462,27529.0,Captured,2026-06-13
PAY00060,ORD00060,2865.0,Captured,2026-08-03
PAY00327,ORD00327,3239.0,Captured,2026-07-27
PAY00425,ORD00425,44009.0,Captured,2026-08-13
PAY00478,ORD00478,15980.0,Captured,2026-06-01
PAY00044,ORD00044,4445.0,Captured,2026-08-12
PAY00529,ORD00529,4395.0,Captured,2026-07-12
PAY00484,ORD00484,33020.0,Captured,2026-08-20
PAY00219,ORD00219,32190.0,Captured,2026-07-30
PAY00645,ORD00645,1280.0,Captured,2026-06-18
PAY00596,ORD00596,43879.0,Captured,2026-08-19
PAY00486,ORD00486,1960.0,Captured,2026-06-16
PAY00126,ORD00126,569.0,Captured,2026-07-24
PAY00584,ORD00584,815.0,Captured,2026-08-13
PAY00062,ORD00062,845.0,Captured,2026-08-05
PAY00082,ORD00082,2129.0,Captured,2026-06-20
PAY00325,ORD00325,1289.0,Captured,2026-06-15
PAY00386,ORD00386,23869.0,Captured,2026-07-31
PAY00644,ORD00644,22750.0,Captured,2026-07-19
PAY00057,ORD00057,27660.0,Captured,2026-06-23
PAY00020,ORD00020,9535.0,Captured,2026-07-26
PAY00620,ORD00620,42035.0,Captured,2026-06-23
PAY00087,ORD00087,2810.0,Captured,2026-07-09
PAY00317,ORD00317,865.0,Captured,2026-07-20
PAY00035,ORD00035,6300.0,Captured,2026-06-25
PAY00139,ORD00139,345.0,Captured,2026-06-13
PAY00589,ORD00589,7260.0,Captured,2026-07-18
PAY00499,ORD00499,779.0,Captured,2026-06-27
PAY00539,ORD00539,34409.0,Captured,2026-08-22
PAY00556,ORD00556,42265.0,Captured,2026-06-23
PAY00097,ORD00097,29395.0,Captured,2026-06-03
PAY00084,ORD00084,31539.0,Captured,2026-07-19
PAY00447,ORD00447,5690.0,Captured,2026-08-02
PAY00475,ORD00475,4470.0,Failed,2026-08-23
PAY00367,ORD00367,8839.0,Captured,2026-08-23
PAY00586,ORD00586,4410.0,Captured,2026-06-13
PAY00604,ORD00604,1759.0,Captured,2026-06-13
PAY00402,ORD00402,389.0,Captured,2026-08-16
PAY00393,ORD00393,8879.0,Captured,2026-08-18
PAY00605,ORD00605,6395.0,Captured,2026-07-20
PAY00272,ORD00272,7965.0,Captured,2026-06-06
PAY00507,ORD00507,8619.0,Captured,2026-06-09
PAY00648,ORD00648,30540.0,Captured,2026-06-01
PAY00435,ORD00435,7250.0,Captured,2026-08-18
PAY00562,ORD00562,6805.0,Captured,2026-07-12
PAY00208,ORD00208,360.0,Captured,2026-08-10
PAY00320,ORD00320,2515.0,Captured,2026-06-21
PAY00133,ORD00133,45945.0,Captured,2026-07-19
PAY00051,ORD00051,24730.0,Captured,2026-07-05
PAY00239,ORD00239,27065.0,Captured,2026-06-28
PAY00565,ORD00565,1629.0,Captured,2026-08-15
PAY00593,ORD00593,35375.0,Captured,2026-08-08
PAY00451,ORD00451,24745.0,Failed,2026-06-22
PAY00032,ORD00032,750.0,Captured,2026-06-25
PAY00122,ORD00122,9120.0,Captured,2026-08-16
PAY00212,ORD00212,43780.0,Captured,2026-06-19
PAY00352,ORD00352,8969.0,Captured,2026-06-19
PAY00455,ORD00455,1329.0,Captured,2026-08-23
PAY00303,ORD00303,2829.0,Captured,2026-07-31
PAY00089,ORD00089,979.0,Captured,2026-07-23
PAY00326,ORD00326,45890.0,Captured,2026-08-13
PAY00324,ORD00324,1599.0,Failed,2026-07-28
PAY00256,ORD00256,7409.0,Captured,2026-06-06
PAY00571,ORD00571,15819.0,Captured,2026-08-21
PAY00546,ORD00546,2720.0,Failed,2026-07-24
PAY00551,ORD00551,40915.0,Captured,2026-08-14
PAY00360,ORD00360,6950.0,Captured,2026-08-10
PAY00052,ORD00052,1890.0,Captured,2026-07-10
PAY00103,ORD00103,3085.0,Captured,2026-07-24
PAY00196,ORD00196,4989.0,Captured,2026-07-07
PAY00629,ORD00629,34529.0,Captured,2026-08-16
PAY00125,ORD00125,25595.0,Failed,2026-06-03
PAY00405,ORD00405,1605.0,Captured,2026-07-09
PAY00288,ORD00288,5439.0,Captured,2026-06-27
PAY00048,ORD00048,1165.0,Captured,2026-07-07
PAY00588,ORD00588,2955.0,Captured,2026-08-02
PAY00608,ORD00608,31720.0,Captured,2026-06-07
PAY00434,ORD00434,6590.0,Captured,2026-07-22
PAY00264,ORD00264,3000.0,Captured,2026-06-19
PAY00361,ORD00361,4329.0,Captured,2026-08-23
PAY00076,ORD00076,31799.0,Captured,2026-07-19
PAY00467,ORD00467,28235.0,Captured,2026-07-29
PAY00300,ORD00300,46835.0,Captured,2026-06-18
PAY00535,ORD00535,2755.0,Captured,2026-08-05
PAY00585,ORD00585,1925.0,Captured,2026-06-01
PAY00494,ORD00494,9055.0,Captured,2026-08-09
PAY00528,ORD00528,1509.0,Captured,2026-08-12
PAY00169,ORD00169,435.0,Captured,2026-07-15
